LATITUDE,LONGITUDE,SITE_CLASS,VS30
-32.805,151.635,B,560
-32.807,151.635,B,560
-32.809,151.635,B,560
-32.811,151.635,B,560
-32.813,151.635,B,560
-32.815,151.635,B,560
-32.817,151.635,B,560
-32.819,151.635,B,560
-32.821,151.635,B,560
-32.823,151.635,B,560
-32.825,151.635,B,560
-32.827,151.635,B,560
-32.829,151.635,B,560
-32.831,151.635,B,560
-32.833,151.635,B,560
-32.835,151.635,B,560
-32.837,151.635,B,560
-32.839,151.635,B,560
-32.841,151.635,B,560
-32.843,151.635,B,560
-32.845,151.635,B,560
-32.857,151.635,B,560
-32.873,151.635,B,560
-32.875,151.635,B,560
-32.877,151.635,B,560
-32.879,151.635,B,560
-32.881,151.635,B,560
-32.883,151.635,B,560
-32.885,151.635,B,560
-32.887,151.635,B,560
-32.889,151.635,B,560
-32.891,151.635,B,560
-32.893,151.635,B,560
-32.895,151.635,B,560
-32.897,151.635,B,560
-32.899,151.635,B,560
-32.901,151.635,B,560
-32.903,151.635,B,560
-32.905,151.635,B,560
-32.907,151.635,B,560
-32.909,151.635,B,560
-32.911,151.635,B,560
-32.913,151.635,B,560
-32.915,151.635,B,560
-32.935,151.635,B,560
-32.937,151.635,B,560
-32.939,151.635,B,560
-32.941,151.635,B,560
-32.943,151.635,B,560
-32.945,151.635,B,560
-32.947,151.635,B,560
-32.949,151.635,B,560
-32.951,151.635,B,560
-32.953,151.635,B,560
-32.955,151.635,B,560
-32.957,151.635,B,560
-32.959,151.635,B,560
-32.961,151.635,B,560
-32.963,151.635,B,560
-32.965,151.635,B,560
-32.967,151.635,B,560
-32.969,151.635,B,560
-32.971,151.635,B,560
-32.991,151.635,B,560
-32.993,151.635,B,560
-32.995,151.635,B,560
-32.997,151.635,B,560
-33.011,151.635,B,560
-33.013,151.635,B,560
-33.015,151.635,B,560
-33.017,151.635,B,560
-33.019,151.635,B,560
-33.021,151.635,B,560
-33.023,151.635,B,560
-33.025,151.635,B,560
-33.027,151.635,B,560
-33.029,151.635,B,560
-33.097,151.635,B,560
-33.099,151.635,B,560
-33.101,151.635,B,560
-33.103,151.635,B,560
-33.105,151.635,B,560
-33.107,151.635,B,560
-33.109,151.635,B,560
-33.111,151.635,B,560
-33.113,151.635,B,560
-33.115,151.635,B,560
-33.117,151.635,B,560
-33.119,151.635,B,560
-33.121,151.635,B,560
-33.123,151.635,B,560
-33.125,151.635,B,560
-33.127,151.635,B,560
-33.129,151.635,B,560
-33.131,151.635,B,560
-33.133,151.635,B,560
-33.135,151.635,B,560
-33.137,151.635,B,560
-33.139,151.635,B,560
-33.141,151.635,B,560
-33.143,151.635,B,560
-33.163,151.635,B,560
-33.171,151.635,B,560
-33.173,151.635,B,560
-33.175,151.635,B,560
-32.801,151.633,B,560
-32.803,151.633,B,560
-32.805,151.633,B,560
-32.807,151.633,B,560
-32.809,151.633,B,560
-32.811,151.633,B,560
-32.813,151.633,B,560
-32.815,151.633,B,560
-32.817,151.633,B,560
-32.819,151.633,B,560
-32.821,151.633,B,560
-32.823,151.633,B,560
-32.825,151.633,B,560
-32.827,151.633,B,560
-32.829,151.633,B,560
-32.831,151.633,B,560
-32.833,151.633,B,560
-32.835,151.633,B,560
-32.837,151.633,B,560
-32.839,151.633,B,560
-32.841,151.633,B,560
-32.843,151.633,B,560
-32.845,151.633,B,560
-32.855,151.633,B,560
-32.857,151.633,B,560
-32.859,151.633,B,560
-32.873,151.633,B,560
-32.875,151.633,B,560
-32.877,151.633,B,560
-32.879,151.633,B,560
-32.881,151.633,B,560
-32.883,151.633,B,560
-32.885,151.633,B,560
-32.887,151.633,B,560
-32.889,151.633,B,560
-32.891,151.633,B,560
-32.893,151.633,B,560
-32.895,151.633,B,560
-32.897,151.633,B,560
-32.899,151.633,B,560
-32.901,151.633,B,560
-32.903,151.633,B,560
-32.905,151.633,B,560
-32.907,151.633,B,560
-32.909,151.633,B,560
-32.911,151.633,B,560
-32.913,151.633,B,560
-32.915,151.633,B,560
-32.917,151.633,B,560
-32.919,151.633,B,560
-32.921,151.633,B,560
-32.923,151.633,B,560
-32.925,151.633,B,560
-32.935,151.633,B,560
-32.937,151.633,B,560
-32.939,151.633,B,560
-32.941,151.633,B,560
-32.943,151.633,B,560
-32.945,151.633,B,560
-32.947,151.633,B,560
-32.949,151.633,B,560
-32.951,151.633,B,560
-32.953,151.633,B,560
-32.955,151.633,B,560
-32.957,151.633,B,560
-32.959,151.633,B,560
-32.961,151.633,B,560
-32.963,151.633,B,560
-32.965,151.633,B,560
-32.967,151.633,B,560
-32.969,151.633,B,560
-32.971,151.633,B,560
-32.973,151.633,B,560
-32.993,151.633,B,560
-32.995,151.633,B,560
-33.011,151.633,B,560
-33.013,151.633,B,560
-33.015,151.633,B,560
-33.017,151.633,B,560
-33.019,151.633,B,560
-33.021,151.633,B,560
-33.023,151.633,B,560
-33.025,151.633,B,560
-33.095,151.633,B,560
-33.097,151.633,B,560
-33.099,151.633,B,560
-33.101,151.633,B,560
-33.103,151.633,B,560
-33.105,151.633,B,560
-33.107,151.633,B,560
-33.109,151.633,B,560
-33.111,151.633,B,560
-33.113,151.633,B,560
-33.115,151.633,B,560
-33.117,151.633,B,560
-33.119,151.633,B,560
-33.121,151.633,B,560
-33.123,151.633,B,560
-33.125,151.633,B,560
-33.127,151.633,B,560
-33.129,151.633,B,560
-33.131,151.633,B,560
-33.133,151.633,B,560
-33.135,151.633,B,560
-33.137,151.633,B,560
-33.139,151.633,B,560
-33.141,151.633,B,560
-33.143,151.633,B,560
-33.163,151.633,B,560
-33.171,151.633,B,560
-33.173,151.633,B,560
-33.175,151.633,B,560
-32.801,151.631,B,560
-32.803,151.631,B,560
-32.805,151.631,B,560
-32.807,151.631,B,560
-32.809,151.631,B,560
-32.811,151.631,B,560
-32.813,151.631,B,560
-32.815,151.631,B,560
-32.817,151.631,B,560
-32.819,151.631,B,560
-32.821,151.631,B,560
-32.823,151.631,B,560
-32.825,151.631,B,560
-32.827,151.631,B,560
-32.829,151.631,B,560
-32.831,151.631,B,560
-32.833,151.631,B,560
-32.835,151.631,B,560
-32.837,151.631,B,560
-32.839,151.631,B,560
-32.841,151.631,B,560
-32.843,151.631,B,560
-32.845,151.631,B,560
-32.855,151.631,B,560
-32.857,151.631,B,560
-32.859,151.631,B,560
-32.861,151.631,B,560
-32.871,151.631,B,560
-32.873,151.631,B,560
-32.875,151.631,B,560
-32.877,151.631,B,560
-32.879,151.631,B,560
-32.881,151.631,B,560
-32.883,151.631,B,560
-32.885,151.631,B,560
-32.887,151.631,B,560
-32.889,151.631,B,560
-32.891,151.631,B,560
-32.893,151.631,B,560
-32.895,151.631,B,560
-32.897,151.631,B,560
-32.899,151.631,B,560
-32.901,151.631,B,560
-32.903,151.631,B,560
-32.905,151.631,B,560
-32.907,151.631,B,560
-32.909,151.631,B,560
-32.911,151.631,B,560
-32.913,151.631,B,560
-32.917,151.631,B,560
-32.919,151.631,B,560
-32.921,151.631,B,560
-32.923,151.631,B,560
-32.925,151.631,B,560
-32.937,151.631,B,560
-32.939,151.631,B,560
-32.941,151.631,B,560
-32.943,151.631,B,560
-32.945,151.631,B,560
-32.947,151.631,B,560
-32.949,151.631,B,560
-32.951,151.631,B,560
-32.953,151.631,B,560
-32.955,151.631,B,560
-32.957,151.631,B,560
-32.959,151.631,B,560
-32.961,151.631,B,560
-32.963,151.631,B,560
-32.965,151.631,B,560
-32.967,151.631,B,560
-32.969,151.631,B,560
-32.971,151.631,B,560
-32.973,151.631,B,560
-32.995,151.631,B,560
-33.011,151.631,B,560
-33.013,151.631,B,560
-33.015,151.631,B,560
-33.017,151.631,B,560
-33.019,151.631,B,560
-33.095,151.631,B,560
-33.097,151.631,B,560
-33.099,151.631,B,560
-33.101,151.631,B,560
-33.103,151.631,B,560
-33.105,151.631,B,560
-33.107,151.631,B,560
-33.109,151.631,B,560
-33.111,151.631,B,560
-33.113,151.631,B,560
-33.115,151.631,B,560
-33.117,151.631,B,560
-33.119,151.631,B,560
-33.121,151.631,B,560
-33.123,151.631,B,560
-33.125,151.631,B,560
-33.127,151.631,B,560
-33.129,151.631,B,560
-33.131,151.631,B,560
-33.133,151.631,B,560
-33.135,151.631,B,560
-33.137,151.631,B,560
-33.139,151.631,B,560
-33.141,151.631,B,560
-33.143,151.631,B,560
-33.161,151.631,B,560
-33.163,151.631,B,560
-33.169,151.631,B,560
-33.171,151.631,B,560
-33.173,151.631,B,560
-33.175,151.631,B,560
-32.801,151.629,B,560
-32.803,151.629,B,560
-32.805,151.629,B,560
-32.807,151.629,B,560
-32.809,151.629,B,560
-32.811,151.629,B,560
-32.813,151.629,B,560
-32.815,151.629,B,560
-32.817,151.629,B,560
-32.819,151.629,B,560
-32.821,151.629,B,560
-32.823,151.629,B,560
-32.825,151.629,B,560
-32.827,151.629,B,560
-32.829,151.629,B,560
-32.831,151.629,B,560
-32.833,151.629,B,560
-32.835,151.629,B,560
-32.837,151.629,B,560
-32.839,151.629,B,560
-32.841,151.629,B,560
-32.843,151.629,B,560
-32.845,151.629,B,560
-32.847,151.629,B,560
-32.855,151.629,B,560
-32.857,151.629,B,560
-32.859,151.629,B,560
-32.861,151.629,B,560
-32.863,151.629,B,560
-32.865,151.629,B,560
-32.873,151.629,B,560
-32.875,151.629,B,560
-32.877,151.629,B,560
-32.879,151.629,B,560
-32.881,151.629,B,560
-32.883,151.629,B,560
-32.885,151.629,B,560
-32.887,151.629,B,560
-32.889,151.629,B,560
-32.891,151.629,B,560
-32.893,151.629,B,560
-32.895,151.629,B,560
-32.897,151.629,B,560
-32.899,151.629,B,560
-32.901,151.629,B,560
-32.903,151.629,B,560
-32.905,151.629,B,560
-32.907,151.629,B,560
-32.909,151.629,B,560
-32.911,151.629,B,560
-32.915,151.629,B,560
-32.917,151.629,B,560
-32.919,151.629,B,560
-32.921,151.629,B,560
-32.923,151.629,B,560
-32.935,151.629,B,560
-32.937,151.629,B,560
-32.939,151.629,B,560
-32.941,151.629,B,560
-32.943,151.629,B,560
-32.945,151.629,B,560
-32.947,151.629,B,560
-32.949,151.629,B,560
-32.951,151.629,B,560
-32.953,151.629,B,560
-32.955,151.629,B,560
-32.957,151.629,B,560
-32.959,151.629,B,560
-32.961,151.629,B,560
-32.963,151.629,B,560
-32.965,151.629,B,560
-32.969,151.629,B,560
-32.971,151.629,B,560
-33.013,151.629,B,560
-33.015,151.629,B,560
-33.097,151.629,B,560
-33.099,151.629,B,560
-33.101,151.629,B,560
-33.103,151.629,B,560
-33.105,151.629,B,560
-33.107,151.629,B,560
-33.109,151.629,B,560
-33.111,151.629,B,560
-33.113,151.629,B,560
-33.115,151.629,B,560
-33.117,151.629,B,560
-33.119,151.629,B,560
-33.121,151.629,B,560
-33.123,151.629,B,560
-33.125,151.629,B,560
-33.127,151.629,B,560
-33.129,151.629,B,560
-33.131,151.629,B,560
-33.133,151.629,B,560
-33.135,151.629,B,560
-33.137,151.629,B,560
-33.139,151.629,B,560
-33.141,151.629,B,560
-33.143,151.629,B,560
-33.151,151.629,B,560
-33.159,151.629,B,560
-33.161,151.629,B,560
-33.163,151.629,B,560
-33.165,151.629,B,560
-33.167,151.629,B,560
-33.169,151.629,B,560
-33.171,151.629,B,560
-33.173,151.629,B,560
-33.175,151.629,B,560
-33.177,151.629,B,560
-33.179,151.629,B,560
-33.181,151.629,B,560
-33.183,151.629,B,560
-33.185,151.629,B,560
-32.801,151.627,B,560
-32.803,151.627,B,560
-32.805,151.627,B,560
-32.807,151.627,B,560
-32.809,151.627,B,560
-32.811,151.627,B,560
-32.813,151.627,B,560
-32.815,151.627,B,560
-32.817,151.627,B,560
-32.819,151.627,B,560
-32.821,151.627,B,560
-32.823,151.627,B,560
-32.825,151.627,B,560
-32.827,151.627,B,560
-32.829,151.627,B,560
-32.831,151.627,B,560
-32.833,151.627,B,560
-32.835,151.627,B,560
-32.837,151.627,B,560
-32.839,151.627,B,560
-32.841,151.627,B,560
-32.843,151.627,B,560
-32.845,151.627,B,560
-32.847,151.627,B,560
-32.849,151.627,B,560
-32.855,151.627,B,560
-32.857,151.627,B,560
-32.859,151.627,B,560
-32.861,151.627,B,560
-32.863,151.627,B,560
-32.865,151.627,B,560
-32.875,151.627,B,560
-32.877,151.627,B,560
-32.879,151.627,B,560
-32.881,151.627,B,560
-32.883,151.627,B,560
-32.885,151.627,B,560
-32.887,151.627,B,560
-32.889,151.627,B,560
-32.891,151.627,B,560
-32.893,151.627,B,560
-32.895,151.627,B,560
-32.897,151.627,B,560
-32.899,151.627,B,560
-32.901,151.627,B,560
-32.903,151.627,B,560
-32.905,151.627,B,560
-32.907,151.627,B,560
-32.909,151.627,B,560
-32.911,151.627,B,560
-32.913,151.627,B,560
-32.915,151.627,B,560
-32.917,151.627,B,560
-32.919,151.627,B,560
-32.921,151.627,B,560
-32.923,151.627,B,560
-32.939,151.627,B,560
-32.941,151.627,B,560
-32.943,151.627,B,560
-32.945,151.627,B,560
-32.947,151.627,B,560
-32.949,151.627,B,560
-32.951,151.627,B,560
-32.953,151.627,B,560
-32.955,151.627,B,560
-32.957,151.627,B,560
-32.959,151.627,B,560
-32.961,151.627,B,560
-32.963,151.627,B,560
-32.965,151.627,B,560
-32.969,151.627,B,560
-33.099,151.627,B,560
-33.103,151.627,B,560
-33.105,151.627,B,560
-33.107,151.627,B,560
-33.109,151.627,B,560
-33.111,151.627,B,560
-33.113,151.627,B,560
-33.115,151.627,B,560
-33.117,151.627,B,560
-33.119,151.627,B,560
-33.121,151.627,B,560
-33.123,151.627,B,560
-33.125,151.627,B,560
-33.127,151.627,B,560
-33.129,151.627,B,560
-33.131,151.627,B,560
-33.133,151.627,B,560
-33.135,151.627,B,560
-33.137,151.627,B,560
-33.139,151.627,B,560
-33.141,151.627,B,560
-33.149,151.627,B,560
-33.151,151.627,B,560
-33.153,151.627,B,560
-33.159,151.627,B,560
-33.161,151.627,B,560
-33.163,151.627,B,560
-33.165,151.627,B,560
-33.169,151.627,B,560
-33.171,151.627,B,560
-33.173,151.627,B,560
-33.175,151.627,B,560
-33.177,151.627,B,560
-33.179,151.627,B,560
-33.181,151.627,B,560
-33.183,151.627,B,560
-33.185,151.627,B,560
-32.801,151.625,B,560
-32.803,151.625,B,560
-32.805,151.625,B,560
-32.807,151.625,B,560
-32.809,151.625,B,560
-32.811,151.625,B,560
-32.813,151.625,B,560
-32.815,151.625,B,560
-32.817,151.625,B,560
-32.819,151.625,B,560
-32.821,151.625,B,560
-32.823,151.625,B,560
-32.825,151.625,B,560
-32.827,151.625,B,560
-32.829,151.625,B,560
-32.831,151.625,B,560
-32.833,151.625,B,560
-32.835,151.625,B,560
-32.837,151.625,B,560
-32.839,151.625,B,560
-32.841,151.625,B,560
-32.843,151.625,B,560
-32.845,151.625,B,560
-32.847,151.625,B,560
-32.849,151.625,B,560
-32.855,151.625,B,560
-32.857,151.625,B,560
-32.859,151.625,B,560
-32.861,151.625,B,560
-32.863,151.625,B,560
-32.865,151.625,B,560
-32.867,151.625,B,560
-32.869,151.625,B,560
-32.875,151.625,B,560
-32.877,151.625,B,560
-32.879,151.625,B,560
-32.881,151.625,B,560
-32.883,151.625,B,560
-32.885,151.625,B,560
-32.887,151.625,B,560
-32.889,151.625,B,560
-32.891,151.625,B,560
-32.893,151.625,B,560
-32.895,151.625,B,560
-32.897,151.625,B,560
-32.899,151.625,B,560
-32.901,151.625,B,560
-32.903,151.625,B,560
-32.905,151.625,B,560
-32.907,151.625,B,560
-32.909,151.625,B,560
-32.911,151.625,B,560
-32.913,151.625,B,560
-32.915,151.625,B,560
-32.917,151.625,B,560
-32.919,151.625,B,560
-32.921,151.625,B,560
-32.923,151.625,B,560
-32.941,151.625,B,560
-32.943,151.625,B,560
-32.945,151.625,B,560
-32.953,151.625,B,560
-32.955,151.625,B,560
-32.957,151.625,B,560
-32.959,151.625,B,560
-32.961,151.625,B,560
-32.963,151.625,B,560
-33.105,151.625,B,560
-33.107,151.625,B,560
-33.109,151.625,B,560
-33.111,151.625,B,560
-33.113,151.625,B,560
-33.115,151.625,B,560
-33.117,151.625,B,560
-33.119,151.625,B,560
-33.121,151.625,B,560
-33.123,151.625,B,560
-33.125,151.625,B,560
-33.127,151.625,B,560
-33.129,151.625,B,560
-33.131,151.625,B,560
-33.133,151.625,B,560
-33.135,151.625,B,560
-33.137,151.625,B,560
-33.139,151.625,B,560
-33.141,151.625,B,560
-33.147,151.625,B,560
-33.149,151.625,B,560
-33.151,151.625,B,560
-33.153,151.625,B,560
-33.159,151.625,B,560
-33.161,151.625,B,560
-33.163,151.625,B,560
-33.165,151.625,B,560
-33.169,151.625,B,560
-33.171,151.625,B,560
-33.173,151.625,B,560
-33.175,151.625,B,560
-33.177,151.625,B,560
-33.179,151.625,B,560
-33.181,151.625,B,560
-33.183,151.625,B,560
-32.801,151.623,B,560
-32.803,151.623,B,560
-32.805,151.623,B,560
-32.807,151.623,B,560
-32.809,151.623,B,560
-32.811,151.623,B,560
-32.813,151.623,B,560
-32.815,151.623,B,560
-32.817,151.623,B,560
-32.819,151.623,B,560
-32.821,151.623,B,560
-32.823,151.623,B,560
-32.825,151.623,B,560
-32.827,151.623,B,560
-32.829,151.623,B,560
-32.831,151.623,B,560
-32.833,151.623,B,560
-32.835,151.623,B,560
-32.837,151.623,B,560
-32.839,151.623,B,560
-32.841,151.623,B,560
-32.843,151.623,B,560
-32.845,151.623,B,560
-32.847,151.623,B,560
-32.849,151.623,B,560
-32.855,151.623,B,560
-32.857,151.623,B,560
-32.859,151.623,B,560
-32.861,151.623,B,560
-32.863,151.623,B,560
-32.865,151.623,B,560
-32.867,151.623,B,560
-32.869,151.623,B,560
-32.871,151.623,B,560
-32.873,151.623,B,560
-32.875,151.623,B,560
-32.877,151.623,B,560
-32.879,151.623,B,560
-32.881,151.623,B,560
-32.883,151.623,B,560
-32.885,151.623,B,560
-32.887,151.623,B,560
-32.889,151.623,B,560
-32.891,151.623,B,560
-32.893,151.623,B,560
-32.895,151.623,B,560
-32.897,151.623,B,560
-32.899,151.623,B,560
-32.901,151.623,B,560
-32.903,151.623,B,560
-32.905,151.623,B,560
-32.907,151.623,B,560
-32.909,151.623,B,560
-32.911,151.623,B,560
-32.913,151.623,B,560
-32.915,151.623,B,560
-32.917,151.623,B,560
-32.919,151.623,B,560
-32.921,151.623,B,560
-32.923,151.623,B,560
-32.957,151.623,B,560
-32.959,151.623,B,560
-32.961,151.623,B,560
-32.963,151.623,B,560
-33.105,151.623,B,560
-33.107,151.623,B,560
-33.109,151.623,B,560
-33.111,151.623,B,560
-33.113,151.623,B,560
-33.115,151.623,B,560
-33.117,151.623,B,560
-33.119,151.623,B,560
-33.121,151.623,B,560
-33.123,151.623,B,560
-33.125,151.623,B,560
-33.127,151.623,B,560
-33.129,151.623,B,560
-33.131,151.623,B,560
-33.133,151.623,B,560
-33.135,151.623,B,560
-33.137,151.623,B,560
-33.139,151.623,B,560
-33.141,151.623,B,560
-33.143,151.623,B,560
-33.145,151.623,B,560
-33.147,151.623,B,560
-33.149,151.623,B,560
-33.151,151.623,B,560
-33.153,151.623,B,560
-33.159,151.623,B,560
-33.161,151.623,B,560
-33.163,151.623,B,560
-33.165,151.623,B,560
-33.167,151.623,B,560
-33.169,151.623,B,560
-33.171,151.623,B,560
-33.173,151.623,B,560
-33.175,151.623,B,560
-33.177,151.623,B,560
-33.179,151.623,B,560
-33.181,151.623,B,560
-33.183,151.623,B,560
-33.185,151.623,B,560
-33.189,151.623,B,560
-33.191,151.623,B,560
-33.193,151.623,B,560
-33.195,151.623,B,560
-33.197,151.623,B,560
-32.801,151.621,B,560
-32.803,151.621,B,560
-32.805,151.621,B,560
-32.807,151.621,B,560
-32.809,151.621,B,560
-32.811,151.621,B,560
-32.813,151.621,B,560
-32.815,151.621,B,560
-32.817,151.621,B,560
-32.819,151.621,B,560
-32.821,151.621,B,560
-32.823,151.621,B,560
-32.825,151.621,B,560
-32.827,151.621,B,560
-32.829,151.621,B,560
-32.831,151.621,B,560
-32.833,151.621,B,560
-32.835,151.621,B,560
-32.837,151.621,B,560
-32.839,151.621,B,560
-32.841,151.621,B,560
-32.843,151.621,B,560
-32.845,151.621,B,560
-32.847,151.621,B,560
-32.849,151.621,B,560
-32.855,151.621,B,560
-32.857,151.621,B,560
-32.859,151.621,B,560
-32.861,151.621,B,560
-32.863,151.621,B,560
-32.865,151.621,B,560
-32.867,151.621,B,560
-32.869,151.621,B,560
-32.871,151.621,B,560
-32.873,151.621,B,560
-32.875,151.621,B,560
-32.877,151.621,B,560
-32.879,151.621,B,560
-32.881,151.621,B,560
-32.883,151.621,B,560
-32.885,151.621,B,560
-32.887,151.621,B,560
-32.889,151.621,B,560
-32.891,151.621,B,560
-32.893,151.621,B,560
-32.895,151.621,B,560
-32.897,151.621,B,560
-32.899,151.621,B,560
-32.901,151.621,B,560
-32.903,151.621,B,560
-32.905,151.621,B,560
-32.907,151.621,B,560
-32.909,151.621,B,560
-32.911,151.621,B,560
-32.913,151.621,B,560
-32.915,151.621,B,560
-32.917,151.621,B,560
-32.919,151.621,B,560
-32.921,151.621,B,560
-32.923,151.621,B,560
-32.925,151.621,B,560
-33.099,151.621,B,560
-33.101,151.621,B,560
-33.103,151.621,B,560
-33.105,151.621,B,560
-33.107,151.621,B,560
-33.109,151.621,B,560
-33.111,151.621,B,560
-33.113,151.621,B,560
-33.115,151.621,B,560
-33.117,151.621,B,560
-33.119,151.621,B,560
-33.121,151.621,B,560
-33.123,151.621,B,560
-33.125,151.621,B,560
-33.127,151.621,B,560
-33.129,151.621,B,560
-33.131,151.621,B,560
-33.133,151.621,B,560
-33.135,151.621,B,560
-33.137,151.621,B,560
-33.139,151.621,B,560
-33.141,151.621,B,560
-33.143,151.621,B,560
-33.145,151.621,B,560
-33.147,151.621,B,560
-33.149,151.621,B,560
-33.151,151.621,B,560
-33.153,151.621,B,560
-33.155,151.621,B,560
-33.157,151.621,B,560
-33.159,151.621,B,560
-33.161,151.621,B,560
-33.163,151.621,B,560
-33.165,151.621,B,560
-33.167,151.621,B,560
-33.169,151.621,B,560
-33.171,151.621,B,560
-33.173,151.621,B,560
-33.175,151.621,B,560
-33.177,151.621,B,560
-33.179,151.621,B,560
-33.181,151.621,B,560
-33.183,151.621,B,560
-33.185,151.621,B,560
-33.187,151.621,B,560
-33.189,151.621,B,560
-33.191,151.621,B,560
-33.193,151.621,B,560
-33.195,151.621,B,560
-33.197,151.621,B,560
-32.801,151.619,B,560
-32.803,151.619,B,560
-32.805,151.619,B,560
-32.807,151.619,B,560
-32.809,151.619,B,560
-32.811,151.619,B,560
-32.813,151.619,B,560
-32.815,151.619,B,560
-32.817,151.619,B,560
-32.819,151.619,B,560
-32.821,151.619,B,560
-32.823,151.619,B,560
-32.825,151.619,B,560
-32.827,151.619,B,560
-32.829,151.619,B,560
-32.831,151.619,B,560
-32.833,151.619,B,560
-32.835,151.619,B,560
-32.837,151.619,B,560
-32.839,151.619,B,560
-32.841,151.619,B,560
-32.843,151.619,B,560
-32.845,151.619,B,560
-32.847,151.619,B,560
-32.849,151.619,B,560
-32.857,151.619,B,560
-32.859,151.619,B,560
-32.861,151.619,B,560
-32.863,151.619,B,560
-32.865,151.619,B,560
-32.867,151.619,B,560
-32.869,151.619,B,560
-32.871,151.619,B,560
-32.873,151.619,B,560
-32.875,151.619,B,560
-32.877,151.619,B,560
-32.879,151.619,B,560
-32.881,151.619,B,560
-32.883,151.619,B,560
-32.885,151.619,B,560
-32.887,151.619,B,560
-32.889,151.619,B,560
-32.891,151.619,B,560
-32.893,151.619,B,560
-32.895,151.619,B,560
-32.897,151.619,B,560
-32.899,151.619,B,560
-32.901,151.619,B,560
-32.903,151.619,B,560
-32.905,151.619,B,560
-32.907,151.619,B,560
-32.909,151.619,B,560
-32.911,151.619,B,560
-32.913,151.619,B,560
-32.915,151.619,B,560
-32.917,151.619,B,560
-32.919,151.619,B,560
-32.921,151.619,B,560
-32.923,151.619,B,560
-32.929,151.619,B,560
-32.931,151.619,B,560
-33.047,151.619,B,560
-33.099,151.619,B,560
-33.101,151.619,B,560
-33.103,151.619,B,560
-33.105,151.619,B,560
-33.107,151.619,B,560
-33.109,151.619,B,560
-33.111,151.619,B,560
-33.113,151.619,B,560
-33.115,151.619,B,560
-33.117,151.619,B,560
-33.119,151.619,B,560
-33.121,151.619,B,560
-33.123,151.619,B,560
-33.125,151.619,B,560
-33.127,151.619,B,560
-33.129,151.619,B,560
-33.131,151.619,B,560
-33.133,151.619,B,560
-33.135,151.619,B,560
-33.137,151.619,B,560
-33.139,151.619,B,560
-33.141,151.619,B,560
-33.143,151.619,B,560
-33.145,151.619,B,560
-33.147,151.619,B,560
-33.149,151.619,B,560
-33.151,151.619,B,560
-33.153,151.619,B,560
-33.155,151.619,B,560
-33.157,151.619,B,560
-33.159,151.619,B,560
-33.161,151.619,B,560
-33.163,151.619,B,560
-33.165,151.619,B,560
-33.167,151.619,B,560
-33.169,151.619,B,560
-33.171,151.619,B,560
-33.173,151.619,B,560
-33.175,151.619,B,560
-33.177,151.619,B,560
-33.179,151.619,B,560
-33.181,151.619,B,560
-33.183,151.619,B,560
-33.187,151.619,B,560
-33.189,151.619,B,560
-33.191,151.619,B,560
-33.193,151.619,B,560
-33.195,151.619,B,560
-33.197,151.619,B,560
-32.801,151.617,B,560
-32.803,151.617,B,560
-32.805,151.617,B,560
-32.807,151.617,B,560
-32.809,151.617,B,560
-32.811,151.617,B,560
-32.813,151.617,B,560
-32.815,151.617,B,560
-32.817,151.617,B,560
-32.819,151.617,B,560
-32.821,151.617,B,560
-32.823,151.617,B,560
-32.825,151.617,B,560
-32.827,151.617,B,560
-32.829,151.617,B,560
-32.831,151.617,B,560
-32.833,151.617,B,560
-32.835,151.617,B,560
-32.837,151.617,B,560
-32.839,151.617,B,560
-32.841,151.617,B,560
-32.843,151.617,B,560
-32.845,151.617,B,560
-32.847,151.617,B,560
-32.849,151.617,B,560
-32.857,151.617,B,560
-32.859,151.617,B,560
-32.861,151.617,B,560
-32.863,151.617,B,560
-32.865,151.617,B,560
-32.867,151.617,B,560
-32.869,151.617,B,560
-32.871,151.617,B,560
-32.873,151.617,B,560
-32.875,151.617,B,560
-32.877,151.617,B,560
-32.879,151.617,B,560
-32.881,151.617,B,560
-32.883,151.617,B,560
-32.885,151.617,B,560
-32.887,151.617,B,560
-32.889,151.617,B,560
-32.891,151.617,B,560
-32.893,151.617,B,560
-32.895,151.617,B,560
-32.897,151.617,B,560
-32.899,151.617,B,560
-32.901,151.617,B,560
-32.903,151.617,B,560
-32.905,151.617,B,560
-32.907,151.617,B,560
-32.909,151.617,B,560
-32.911,151.617,B,560
-32.913,151.617,B,560
-32.915,151.617,B,560
-32.917,151.617,B,560
-32.919,151.617,B,560
-32.921,151.617,B,560
-32.925,151.617,B,560
-32.927,151.617,B,560
-32.929,151.617,B,560
-32.931,151.617,B,560
-32.985,151.617,B,560
-32.987,151.617,B,560
-33.003,151.617,B,560
-33.005,151.617,B,560
-33.045,151.617,B,560
-33.047,151.617,B,560
-33.049,151.617,B,560
-33.103,151.617,B,560
-33.107,151.617,B,560
-33.109,151.617,B,560
-33.111,151.617,B,560
-33.113,151.617,B,560
-33.115,151.617,B,560
-33.117,151.617,B,560
-33.119,151.617,B,560
-33.121,151.617,B,560
-33.123,151.617,B,560
-33.127,151.617,B,560
-33.129,151.617,B,560
-33.131,151.617,B,560
-33.133,151.617,B,560
-33.135,151.617,B,560
-33.137,151.617,B,560
-33.139,151.617,B,560
-33.141,151.617,B,560
-33.143,151.617,B,560
-33.145,151.617,B,560
-33.147,151.617,B,560
-33.149,151.617,B,560
-33.151,151.617,B,560
-33.153,151.617,B,560
